ID,marital_status,application_mode,application_order,course,daytimeevening_attendancet,previous_qualification,previous_qualification_grade,nacionality,mothers_qualification,fathers_qualification,mothers_occupation,fathers_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_1st_sem_credited,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_evaluations,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_1st_sem_without_evaluations,curricular_units_2nd_sem_credited,curricular_units_2nd_sem_enrolled,curricular_units_2nd_sem_evaluations,curricular_units_2nd_sem_approved,curricular_units_2nd_sem_grade,curricular_units_2nd_sem_without_evaluations,unemployment_rate,inflation_rate,gdp,target
371,4,39,1,9991,0,1,130,1,38,19,9,7,148,False,False,False,True,False,True,31,False,0,5,11,4,11,0,0,5,10,4,10,0,13,0,0,Enrolled
372,1,17,1,9773,1,1,161,1,1,19,4,7,148,False,False,False,True,False,True,19,False,0,6,6,6,13,0,0,6,7,6,14,0,15,2,-4,Graduate
373,4,39,1,9991,0,1,140,1,1,37,141,192,129,False,False,False,True,False,False,35,False,0,5,8,5,12,0,0,5,9,5,12,0,13,0,0,Graduate
374,2,39,1,9085,1,19,133,1,38,38,4,7,128,False,False,False,True,False,False,31,False,0,6,0,0,0,0,0,6,0,0,0,0,12,3,-1,Dropout
375,2,51,1,8014,0,19,133,1,37,37,9,9,104,False,False,True,True,False,False,42,False,5,11,14,10,11,0,5,11,14,10,12,0,11,0,2,Enrolled
376,1,18,4,9147,1,1,130,1,37,37,9,9,119,True,False,False,False,False,False,34,False,0,5,5,0,0,0,0,5,0,0,0,0,9,0,-3,Dropout
377,1,1,1,9500,1,1,152,1,1,1,4,4,141,True,False,False,True,False,True,18,False,0,7,7,7,15,0,0,8,8,8,15,0,12,0,1,Graduate
378,1,17,1,9853,1,1,125,1,3,3,3,3,116,True,False,False,False,False,True,18,False,0,7,7,7,12,0,0,7,8,6,13,0,8,1,3,Enrolled
379,1,44,1,9085,1,39,140,1,37,38,5,6,140,True,False,False,True,False,False,21,False,2,6,16,5,12,0,1,6,15,2,13,0,16,0,0,Enrolled
380,4,39,1,9500,1,19,133,1,38,19,5,7,140,False,False,False,True,False,True,26,False,0,7,13,5,12,0,0,8,12,6,10,0,16,0,0,Dropout
381,1,43,1,9500,1,1,170,1,19,37,8,8,100,False,False,False,True,False,False,20,False,0,7,8,6,13,0,0,8,8,8,13,0,13,0,0,Enrolled
382,1,1,1,9238,1,1,135,1,38,38,5,7,121,False,False,False,True,False,False,19,False,0,6,13,3,10,0,0,6,12,3,10,0,7,2,0,Enrolled
383,1,1,1,9853,1,1,125,1,19,19,5,5,117,False,False,False,True,False,True,19,False,0,6,7,6,13,0,0,6,6,6,13,0,15,2,-4,Graduate
384,1,53,1,9147,1,42,140,1,3,4,2,1,140,False,False,False,True,False,False,20,False,6,11,19,9,12,0,3,9,14,8,11,0,8,1,3,Graduate
385,1,1,1,9238,1,1,124,1,34,34,0,0,129,False,False,False,True,False,False,19,False,0,6,8,6,11,0,0,6,7,6,11,0,7,2,0,Graduate
386,1,1,1,9853,1,1,140,1,37,37,9,9,145,False,False,False,True,False,False,18,False,0,6,6,6,13,0,0,6,9,6,12,0,7,2,0,Graduate
387,1,39,1,9991,0,3,130,1,37,37,9,9,146,False,False,False,True,False,False,28,False,10,14,16,11,11,0,6,11,16,10,12,0,10,1,1,Graduate
388,1,17,1,9853,1,1,134,1,1,19,4,5,122,True,False,False,True,False,False,22,False,0,6,10,5,13,0,0,6,8,5,12,0,15,2,-4,Enrolled
389,1,44,1,8014,0,39,160,1,37,37,7,7,156,False,False,False,True,False,True,21,False,3,6,6,6,14,0,2,6,6,6,14,0,13,0,0,Graduate
390,1,44,1,9085,1,39,140,1,4,38,4,5,140,True,False,False,True,False,False,21,False,0,6,11,4,12,0,0,6,19,1,11,0,12,0,1,Enrolled
391,1,39,1,9500,1,1,150,1,1,19,5,3,140,False,True,False,True,False,False,26,False,0,7,11,5,11,0,0,8,13,5,12,0,16,0,0,Enrolled
392,1,1,6,9773,1,1,141,1,30,37,7,7,128,True,False,True,False,False,False,18,False,0,6,8,5,13,0,0,6,8,5,11,0,7,2,0,Dropout
393,1,17,2,9085,1,1,120,1,1,1,9,10,115,False,False,False,False,False,False,20,False,0,5,8,2,10,0,0,5,8,2,12,0,7,2,0,Dropout
394,1,17,2,9085,1,1,166,1,1,19,4,3,158,False,False,False,True,False,False,18,False,0,6,7,6,14,0,0,6,7,6,14,0,11,0,2,Graduate
395,1,1,4,9500,1,1,147,1,1,1,4,9,124,True,False,False,True,False,True,19,False,0,8,11,7,12,0,0,8,11,7,12,0,10,1,1,Graduate
396,1,51,1,9238,1,1,121,1,3,19,3,10,111,True,False,False,True,False,False,20,False,5,11,12,11,11,0,5,11,14,11,12,0,12,0,1,Graduate
397,1,44,1,9085,1,39,150,1,38,37,4,6,150,True,False,False,True,False,True,22,False,3,6,11,6,13,0,2,6,10,3,12,0,13,0,0,Graduate
398,1,17,1,9670,1,1,124,1,37,19,5,8,114,True,False,True,True,False,False,18,False,0,6,6,5,11,0,0,6,9,4,13,0,10,1,1,Dropout
399,1,17,1,9147,1,1,96,1,38,37,6,4,96,True,False,False,True,False,False,19,False,0,5,10,3,10,0,0,5,9,0,0,3,16,0,0,Dropout
400,1,17,4,9070,1,1,125,1,1,3,3,3,128,False,False,False,True,False,True,18,False,0,6,9,5,11,0,0,6,8,4,11,0,8,1,3,Enrolled
401,1,17,1,9254,1,1,136,1,37,37,7,7,121,True,False,False,True,False,False,20,False,0,6,13,3,10,0,0,6,12,3,10,0,10,1,1,Enrolled
402,1,1,1,9773,1,1,120,1,38,37,9,9,114,True,True,False,True,False,False,19,False,0,6,11,4,12,0,0,6,11,3,11,0,7,2,0,Enrolled
403,1,1,1,9254,1,1,128,1,19,38,9,9,127,False,False,False,True,False,False,19,False,0,6,6,6,12,0,0,6,7,4,12,0,12,0,1,Enrolled
404,1,17,1,9500,1,1,142,1,37,37,5,5,131,True,False,False,True,False,False,19,False,0,8,8,7,14,0,0,8,8,7,14,0,10,1,1,Graduate
405,1,1,1,171,1,1,135,1,1,19,3,9,137,True,False,False,True,False,False,18,False,0,0,0,0,0,0,0,0,0,0,0,0,12,3,-1,Graduate
406,1,7,1,9070,1,40,120,1,1,19,3,9,120,True,False,False,True,False,False,21,False,9,13,14,13,13,1,6,12,12,12,14,0,13,0,0,Graduate
407,1,39,1,9991,0,40,140,1,1,19,9,9,139,False,False,False,True,False,False,27,False,0,5,5,5,15,0,0,5,5,5,14,0,8,1,3,Graduate
408,1,17,1,9238,1,1,135,1,1,19,4,4,129,False,False,False,True,False,False,19,False,0,6,6,6,14,0,0,6,7,6,14,0,15,2,-4,Graduate
409,4,39,1,9085,1,1,133,1,34,34,0,0,128,False,False,False,True,False,False,25,False,0,5,5,0,0,0,0,5,5,0,0,0,7,2,0,Dropout
410,1,1,2,9500,1,1,137,1,19,19,7,7,120,True,False,False,True,False,True,18,False,0,8,8,7,14,0,0,8,8,7,14,0,10,1,1,Graduate
411,1,39,1,9500,1,3,122,1,19,1,4,8,135,False,False,False,True,False,False,24,False,0,8,8,7,12,0,0,8,8,7,12,0,10,1,1,Graduate
412,1,1,3,9500,1,1,128,1,1,1,4,10,118,True,False,False,True,False,False,20,False,0,7,8,7,11,0,0,8,9,7,14,0,13,0,0,Graduate
413,1,7,1,9991,0,40,140,1,37,37,6,6,140,False,False,False,True,False,False,26,False,3,5,5,5,14,0,1,5,5,5,15,0,12,0,1,Graduate
414,1,1,1,9238,1,1,132,1,1,38,9,7,127,True,False,False,True,False,True,20,False,0,6,9,6,12,0,0,6,6,6,11,0,8,1,3,Graduate
415,1,1,1,9085,1,1,131,1,37,37,90,90,137,False,False,False,True,False,False,18,False,0,5,5,5,14,0,0,5,6,5,15,0,7,2,0,Graduate
416,1,1,1,9085,1,1,126,1,1,1,9,9,127,True,False,False,True,False,False,19,False,0,6,13,6,15,0,0,6,10,6,12,0,15,2,-4,Graduate
417,1,1,1,9853,1,1,133,1,19,19,9,9,97,True,False,False,True,False,False,23,False,0,6,9,5,11,0,0,6,9,3,11,0,12,3,-1,Dropout
418,1,1,4,9500,1,1,136,1,37,37,9,9,126,True,False,False,True,False,True,18,False,0,7,7,6,11,0,0,7,7,6,11,0,7,2,0,Graduate
419,1,1,4,9500,1,1,140,1,1,19,4,5,127,False,False,False,True,False,False,18,False,0,7,0,0,0,0,0,8,0,0,0,0,12,3,-1,Dropout
420,1,1,1,9500,1,1,135,1,2,1,2,8,126,False,False,False,True,False,True,19,False,0,7,7,7,12,0,0,8,9,8,13,0,11,0,2,Graduate
421,1,42,1,9991,0,1,160,1,1,2,4,3,120,False,False,False,True,False,False,30,False,4,7,9,7,14,0,1,5,5,5,14,0,7,2,0,Graduate
422,1,44,1,9085,1,39,140,1,1,2,4,6,140,True,False,False,True,False,False,29,False,0,6,0,0,0,0,0,6,0,0,0,0,15,2,-4,Dropout
423,1,1,6,9500,1,1,140,1,3,1,3,3,131,True,False,False,True,False,False,19,False,0,8,8,8,13,0,0,8,8,8,13,0,9,0,-3,Graduate
424,1,17,6,9556,1,1,115,1,19,2,5,3,112,True,False,False,True,False,False,20,False,0,7,7,7,13,0,0,8,8,8,14,0,12,0,1,Graduate
425,1,1,1,9500,1,1,144,1,37,37,9,3,150,False,False,False,True,False,False,20,False,0,7,7,6,13,0,0,7,7,6,13,0,7,2,0,Graduate
426,1,1,4,9670,1,1,128,1,38,38,3,7,121,True,False,False,True,False,False,19,False,0,6,8,6,13,0,0,6,9,6,13,0,11,0,2,Graduate
427,1,17,1,9147,1,1,116,1,38,2,9,2,112,True,False,False,True,False,False,20,False,0,5,8,3,11,0,0,5,12,2,10,0,10,1,1,Enrolled
428,3,1,2,9085,1,1,135,1,19,1,4,4,129,True,False,False,True,False,False,21,False,0,5,8,0,0,4,0,5,12,0,0,4,10,1,1,Dropout
429,1,17,1,9670,1,1,121,1,19,38,4,10,114,False,False,False,True,False,False,19,False,0,6,10,5,11,0,0,6,9,4,14,0,11,0,2,Graduate
430,1,1,3,9500,1,1,134,1,37,38,9,9,120,True,False,False,True,False,True,18,False,0,8,8,7,12,0,0,8,8,7,12,0,10,1,1,Graduate
431,1,39,1,8014,0,1,120,1,37,37,7,8,120,False,False,False,True,False,True,27,False,0,6,8,6,11,0,0,6,10,5,12,0,15,2,-4,Graduate
432,1,17,2,9147,1,1,125,1,38,38,6,8,114,True,False,False,True,False,True,19,False,0,5,6,5,13,0,0,5,5,5,12,0,12,0,1,Graduate
433,1,1,1,9500,1,1,141,1,1,1,90,3,127,False,False,False,True,False,True,19,False,0,7,7,0,0,2,0,7,7,0,0,2,7,2,0,Dropout
434,1,1,1,9773,1,1,140,1,1,19,4,8,124,True,False,False,True,False,False,19,False,0,6,7,5,14,0,0,6,7,6,14,0,15,2,-4,Graduate
435,1,1,6,9500,1,1,144,1,19,19,5,5,130,True,False,False,True,False,True,18,False,0,8,8,7,13,0,0,8,8,7,13,0,12,3,-1,Graduate
436,1,17,1,9254,1,1,122,1,19,19,5,5,118,False,False,False,True,False,True,20,False,0,6,10,4,11,0,0,6,6,6,10,0,12,0,1,Enrolled
437,1,1,1,9670,1,1,130,1,19,37,4,5,118,False,False,False,True,False,True,18,False,0,6,6,6,14,0,0,6,8,6,13,0,12,3,-1,Graduate
438,1,1,5,9670,1,1,133,1,9,1,2,4,133,True,False,False,True,False,False,19,False,0,6,0,0,0,0,0,6,0,0,0,0,7,2,0,Dropout
439,2,39,1,9500,1,19,133,1,37,37,9,9,129,True,False,False,True,False,False,36,False,0,7,7,6,11,0,0,7,7,6,11,0,7,2,0,Graduate
440,1,43,1,9556,1,1,147,1,3,4,3,2,100,False,False,False,True,False,False,18,False,0,2,2,0,0,0,0,4,4,1,16,0,10,1,1,Enrolled
441,1,43,1,9130,1,1,127,1,19,38,4,5,120,True,False,True,True,False,False,18,False,0,5,11,1,12,0,0,5,9,3,12,0,12,3,-1,Enrolled
442,1,17,6,9500,1,1,136,1,19,38,9,3,132,True,False,False,True,False,False,19,False,0,8,9,7,12,0,0,8,9,7,12,0,12,3,-1,Graduate
443,1,1,5,9500,1,1,127,1,19,19,7,8,120,True,False,False,True,False,True,18,False,0,8,8,7,12,0,0,8,8,7,12,0,10,1,1,Graduate
444,1,17,1,9670,1,1,123,1,19,19,1,1,114,False,False,False,True,False,False,18,False,0,5,5,4,11,0,0,5,5,4,11,0,9,0,-3,Graduate
445,1,1,1,9238,1,1,128,1,37,19,9,3,116,True,False,False,True,False,True,19,False,0,6,6,6,13,0,0,6,6,6,14,0,12,0,1,Graduate
446,1,1,1,9500,1,1,128,1,3,1,2,1,127,False,False,False,True,False,True,19,False,0,7,8,7,14,0,0,8,8,8,16,0,13,0,0,Graduate
447,1,1,2,9500,1,1,140,1,1,19,7,7,129,True,False,False,True,False,False,18,False,0,7,8,7,12,0,0,8,8,8,14,0,15,2,-4,Dropout
448,1,1,2,9773,1,1,121,1,1,19,9,7,118,True,False,False,True,False,False,20,False,0,6,6,6,13,0,0,6,10,5,12,0,11,0,2,Graduate
449,1,1,3,9254,1,1,122,1,19,38,3,10,114,True,False,False,True,False,True,20,False,0,6,8,5,12,0,0,6,9,5,12,0,12,0,1,Enrolled
450,1,18,1,9500,1,1,126,1,38,37,5,5,114,True,False,False,True,False,False,20,False,0,8,8,7,14,0,0,8,8,7,14,0,10,1,1,Graduate
451,1,1,4,9500,1,1,135,1,37,37,9,8,123,True,False,False,True,False,True,18,False,0,8,8,7,13,0,0,8,8,7,13,0,10,1,1,Graduate
452,1,1,2,9500,1,1,131,1,19,19,7,5,122,True,False,False,True,False,False,18,False,0,7,8,7,14,0,0,8,8,8,13,0,15,2,-4,Graduate
453,1,17,4,9085,1,1,140,1,19,37,4,7,123,False,False,False,True,False,False,19,False,0,5,11,5,11,2,0,5,6,5,12,0,9,0,-3,Graduate
454,1,1,3,9147,1,1,131,1,19,38,9,7,132,True,False,False,True,False,False,19,False,0,5,5,5,11,0,0,5,8,4,11,0,9,0,-3,Enrolled
455,2,39,1,8014,0,1,130,1,34,34,99,99,114,False,False,False,True,False,False,44,False,0,6,9,6,11,0,1,6,15,2,11,1,7,2,0,Graduate
456,1,7,1,9003,1,3,130,1,38,37,5,6,130,False,False,False,True,False,False,32,False,0,6,7,0,0,0,0,6,6,0,0,0,12,0,1,Dropout
457,1,43,1,9853,1,1,140,1,37,19,9,8,122,False,False,False,True,False,False,22,False,0,6,9,5,13,0,0,6,8,5,12,0,12,3,-1,Dropout
458,2,39,1,9003,1,1,130,1,1,19,4,9,152,True,False,False,True,False,False,36,False,4,12,14,12,13,0,5,12,18,11,14,0,8,1,3,Graduate
459,1,17,1,9773,1,1,125,1,37,37,5,7,120,False,False,False,True,False,True,18,False,0,6,7,6,12,0,0,6,8,6,13,0,16,0,0,Graduate
460,1,1,1,9130,1,1,160,1,3,3,3,2,155,True,False,False,True,False,False,20,False,0,5,5,5,16,0,0,5,5,5,14,0,12,3,-1,Graduate
461,1,51,1,9070,1,1,130,1,19,19,5,7,124,False,False,False,True,False,True,20,False,5,11,11,11,13,0,5,11,11,11,13,0,11,0,2,Graduate
462,1,17,1,9238,1,1,144,1,3,1,2,3,126,False,False,False,True,False,False,19,False,0,6,8,5,10,0,0,6,11,4,10,0,15,2,-4,Graduate
463,1,39,1,9147,1,19,133,1,3,1,3,5,153,True,False,True,True,False,False,24,False,0,5,8,5,10,0,0,5,6,5,12,0,12,0,1,Graduate
464,1,17,1,9238,1,1,148,1,1,1,4,9,129,False,False,False,True,False,False,20,False,0,6,11,5,10,0,0,6,11,4,10,0,15,2,-4,Enrolled
465,1,43,1,8014,0,1,133,1,3,3,2,3,135,False,False,False,True,False,False,27,False,7,10,10,9,11,0,4,11,11,5,10,0,10,1,1,Dropout
466,1,1,1,9853,1,1,133,1,1,38,5,10,131,True,False,False,True,False,False,20,False,0,6,9,5,14,0,4,8,8,8,12,0,15,2,-4,Enrolled
467,1,43,6,9238,1,1,129,1,34,34,0,0,125,False,False,False,True,False,True,23,False,15,16,18,16,13,0,11,13,15,13,13,0,9,0,-3,Graduate
468,1,1,5,9500,1,1,144,1,19,38,4,8,141,True,False,False,True,False,True,18,False,0,8,9,8,13,1,0,8,9,8,13,1,9,0,-3,Graduate
469,1,17,1,9238,1,1,120,1,37,37,4,9,117,True,False,False,True,False,True,18,False,0,6,10,5,10,1,0,6,9,5,12,0,12,3,-1,Graduate
470,1,17,3,9500,1,1,144,1,1,37,9,9,126,True,False,False,True,False,True,20,False,0,8,8,7,13,0,0,8,8,7,13,0,10,1,1,Graduate
471,1,1,1,9254,1,1,132,1,19,38,9,7,120,False,False,False,True,False,True,20,False,0,6,6,6,12,0,0,6,7,6,11,0,13,0,0,Graduate
472,1,1,1,9670,1,1,142,1,38,19,7,10,128,False,False,False,True,False,False,23,False,0,6,11,6,11,0,0,6,9,5,12,0,11,0,2,Dropout
473,1,1,2,9500,1,1,136,1,19,19,9,9,140,True,False,False,True,False,False,20,False,0,7,7,6,13,0,0,7,7,6,13,0,7,2,0,Graduate
474,1,39,1,9254,1,9,133,1,34,34,0,0,110,True,False,False,False,False,False,28,False,0,5,10,0,0,0,0,5,10,0,0,0,7,2,0,Dropout
475,1,1,1,9670,1,1,122,1,1,19,3,5,116,True,False,False,True,False,False,21,False,0,5,8,4,11,0,0,5,5,5,12,0,7,2,0,Graduate
476,1,1,2,9556,1,1,133,1,19,19,9,9,104,True,False,False,True,False,False,21,False,0,2,2,2,12,0,0,7,0,0,0,0,12,0,1,Dropout
477,1,7,1,9500,1,3,140,1,34,34,0,0,140,False,False,False,True,False,False,28,False,0,7,0,0,0,0,0,8,0,0,0,0,7,2,0,Dropout
478,1,1,1,9500,1,1,117,1,3,1,3,3,113,False,True,False,True,False,False,18,False,0,7,10,6,11,0,0,8,11,7,13,0,16,0,0,Graduate
479,1,17,1,9238,1,1,128,1,38,19,191,175,118,True,False,False,True,False,True,21,False,0,6,8,5,13,0,0,6,7,5,11,0,8,1,3,Enrolled
480,1,1,1,9500,1,1,136,1,1,1,4,4,123,False,False,False,True,False,False,19,False,0,7,10,6,11,0,0,8,8,8,14,0,13,0,0,Graduate
481,1,18,6,9500,1,1,141,1,1,19,1,1,126,True,False,False,True,False,True,18,False,0,8,8,7,14,0,0,8,8,7,14,0,12,3,-1,Graduate
482,1,1,3,9500,1,1,130,1,3,1,2,5,133,False,False,False,True,False,False,19,False,0,7,0,0,0,0,0,8,0,0,0,0,7,2,0,Dropout
483,1,44,1,9085,1,39,140,1,38,38,9,7,140,False,False,False,True,False,False,20,False,2,6,9,6,12,0,1,6,12,2,13,0,13,0,0,Enrolled
484,1,1,3,9500,1,1,102,1,1,19,9,5,100,True,False,False,True,False,True,20,False,0,7,9,6,12,0,0,8,10,7,12,0,12,0,1,Graduate
485,1,17,1,9853,1,1,126,1,1,37,7,9,132,False,False,False,True,False,True,18,False,0,6,7,6,12,0,0,6,7,5,12,0,10,1,1,Graduate
486,1,43,2,9670,1,1,125,1,38,19,4,3,106,True,False,False,True,False,False,20,False,4,6,7,6,11,0,0,6,10,4,10,0,10,1,1,Dropout
487,1,39,1,9670,1,1,120,1,1,19,5,4,140,False,False,False,True,False,False,31,False,2,6,13,5,11,0,0,6,14,4,11,0,13,0,0,Dropout
488,1,17,3,9500,1,1,132,1,37,37,9,7,128,True,False,False,True,False,True,19,False,0,7,8,7,14,0,0,8,8,8,14,0,15,2,-4,Graduate
489,1,1,3,9500,1,1,128,1,38,38,5,5,118,True,False,False,True,False,True,19,False,0,7,9,6,11,0,0,8,8,7,13,0,13,0,0,Graduate
490,1,1,1,9070,1,1,115,1,19,1,3,8,123,False,False,False,True,False,False,23,False,1,6,8,6,13,1,0,6,8,6,11,0,13,0,0,Graduate
491,1,1,1,9670,1,1,125,1,37,37,5,5,124,False,False,False,True,False,False,19,False,0,6,7,6,14,0,0,6,6,6,13,0,12,0,1,Graduate
492,1,1,6,9500,1,1,137,1,1,3,3,2,121,True,False,False,True,False,False,20,False,0,7,7,6,12,0,0,7,7,6,12,0,7,2,0,Graduate
493,1,1,1,9085,1,1,101,1,37,37,9,4,101,True,False,True,True,False,False,22,False,0,6,9,5,13,0,0,6,17,4,11,0,12,0,1,Enrolled
494,1,1,1,9853,1,1,126,1,3,1,2,5,116,True,True,False,True,False,False,18,False,0,7,10,6,10,0,0,7,12,6,12,0,13,0,0,Enrolled
495,1,7,3,9130,1,3,130,1,19,37,90,5,130,False,False,True,False,False,False,27,False,1,5,6,2,11,0,0,5,5,1,11,0,12,3,-1,Dropout
496,1,39,1,9556,1,19,100,1,37,38,9,9,120,False,False,False,True,False,False,29,False,0,7,9,1,10,0,0,7,0,0,0,0,12,3,-1,Dropout
497,1,17,1,9254,1,1,122,1,1,19,4,3,130,True,False,False,True,False,False,18,False,0,6,10,5,11,0,0,6,10,5,12,0,11,0,2,Graduate
498,1,17,1,9070,1,1,126,1,19,38,9,7,118,False,False,False,True,False,False,18,False,0,6,7,5,11,0,0,6,6,6,12,0,16,0,0,Graduate
499,1,17,1,9500,1,1,128,1,38,38,7,7,131,False,False,False,True,False,False,18,False,0,8,8,8,12,0,0,8,8,8,12,0,9,0,-3,Graduate
500,1,17,3,9085,1,1,134,1,37,38,9,9,120,True,False,False,True,False,False,20,False,0,5,13,3,11,2,0,5,8,5,12,0,9,0,-3,Enrolled
501,1,17,2,9254,1,1,128,1,38,38,9,9,129,True,False,False,True,False,False,18,False,0,6,6,6,12,0,0,6,7,5,14,0,11,0,2,Graduate
502,1,1,1,9070,1,1,125,1,1,1,4,4,132,False,False,False,False,False,False,18,False,1,6,10,5,12,1,0,6,11,4,10,0,13,0,0,Enrolled
503,1,7,2,9085,1,3,130,1,3,3,1,1,130,False,False,False,False,False,False,28,False,0,5,9,1,12,1,0,4,10,0,0,4,10,1,1,Dropout
504,1,1,2,9500,1,1,135,1,37,1,7,7,132,True,False,False,True,False,True,18,False,0,8,12,7,11,0,0,8,12,7,11,0,12,3,-1,Graduate
505,1,39,1,9500,1,19,133,1,37,38,151,161,143,False,False,False,True,False,False,27,False,0,7,12,4,14,0,0,7,14,3,12,0,12,0,1,Enrolled
506,1,39,1,33,1,1,140,1,3,1,2,4,152,False,False,False,True,False,False,26,False,0,7,9,7,14,0,0,7,12,5,13,3,16,0,0,Enrolled
507,1,1,2,9773,1,1,138,1,19,1,9,3,133,True,False,False,True,False,False,18,False,0,6,6,6,12,0,0,6,6,6,13,0,12,3,-1,Graduate
508,1,1,1,9130,1,1,150,1,5,5,2,2,146,False,False,False,True,False,False,18,False,0,5,12,4,13,2,0,5,6,5,14,0,9,0,-3,Dropout
509,1,1,2,9147,1,1,125,1,1,19,4,6,115,False,True,False,True,False,False,21,False,0,5,6,0,0,0,0,5,5,0,0,0,15,2,-4,Dropout
510,1,1,2,9070,1,1,121,1,4,1,2,3,120,True,False,False,True,False,False,18,False,0,6,8,4,10,0,0,6,9,0,0,0,9,0,-3,Enrolled
511,2,39,1,8014,0,1,120,1,34,34,99,99,101,False,False,False,False,False,False,32,False,0,5,5,0,0,0,0,5,10,0,0,0,10,1,1,Dropout
512,1,39,2,9670,1,1,140,1,34,34,0,0,100,False,False,False,True,False,False,28,False,0,5,6,4,12,0,0,5,7,4,11,0,7,2,0,Graduate
513,1,39,1,9991,0,1,100,1,37,19,9,2,121,False,False,False,False,False,False,40,False,0,4,4,0,0,0,0,5,0,0,0,0,12,3,-1,Dropout
514,2,18,2,8014,0,1,140,1,37,37,9,10,120,False,False,True,False,False,False,39,False,0,5,5,0,0,0,0,4,4,0,0,0,9,0,-3,Dropout
515,2,18,2,9238,1,1,140,1,37,37,9,10,120,False,False,True,False,False,False,39,False,0,6,0,0,0,0,0,6,0,0,0,0,9,0,-3,Dropout
516,2,39,1,9003,1,1,120,1,37,19,9,4,148,False,False,False,True,False,False,50,False,0,6,7,6,12,0,0,6,15,5,12,0,8,1,3,Graduate
517,1,17,2,9853,1,1,138,1,1,1,9,4,123,True,False,False,True,False,False,23,False,0,6,10,5,12,0,0,6,9,3,11,0,10,1,1,Dropout
518,4,39,1,8014,0,19,133,1,34,34,0,0,100,False,False,False,True,False,False,48,False,0,6,11,1,10,0,0,6,11,1,11,0,9,0,-3,Dropout
519,1,17,2,9853,1,1,118,1,37,37,9,9,112,True,False,False,True,False,False,23,False,0,6,11,4,11,0,0,6,10,5,10,0,7,2,0,Dropout
520,1,1,6,9500,1,1,135,1,37,1,5,5,126,True,False,False,True,False,True,18,False,0,8,8,7,12,0,0,8,8,7,12,0,10,1,1,Graduate
521,1,17,1,9130,1,1,130,1,3,19,2,9,115,False,False,False,True,False,False,18,False,0,5,14,2,12,2,0,5,6,5,12,0,9,0,-3,Graduate
522,1,15,1,9238,1,1,150,26,3,37,2,8,132,True,False,False,False,False,False,20,True,0,6,9,5,13,0,0,6,7,6,13,0,13,0,0,Graduate
523,1,18,3,9085,1,1,149,103,1,1,9,9,132,True,False,False,True,False,True,18,True,0,5,9,4,12,0,0,5,8,5,13,0,10,1,1,Graduate
524,1,1,1,9556,1,1,180,103,5,3,1,1,183,True,False,False,True,False,False,18,True,0,7,8,4,12,0,0,8,8,0,0,0,16,0,0,Dropout
525,1,43,1,9119,1,1,133,1,1,1,9,3,136,False,False,False,True,True,False,31,False,0,5,12,1,12,0,0,5,9,1,11,4,16,0,0,Dropout
526,1,39,1,9119,1,19,133,1,19,19,5,3,100,True,False,False,True,True,False,24,False,0,5,9,1,12,0,0,5,6,3,10,0,10,1,1,Enrolled
527,1,39,1,171,1,1,145,1,3,1,2,10,114,True,False,False,True,True,False,24,False,0,0,0,0,0,0,0,0,0,0,0,0,9,0,-3,Graduate
528,1,39,1,9147,1,1,110,1,37,37,9,9,110,False,False,True,False,True,False,26,False,0,5,5,0,0,0,0,5,9,0,0,0,10,1,1,Dropout
529,1,1,1,9130,1,1,154,1,3,3,2,2,137,True,False,True,True,True,False,18,False,0,6,11,5,13,0,0,6,9,4,11,0,16,0,0,Dropout
530,1,17,1,9147,1,1,126,1,37,37,4,7,116,False,False,False,True,True,True,19,False,0,5,12,3,11,0,0,5,10,3,11,0,12,3,-1,Enrolled
531,1,17,1,9670,1,1,133,1,19,37,9,8,121,True,False,False,True,True,False,22,False,0,6,0,0,0,0,0,6,0,0,0,0,13,0,0,Dropout
532,1,1,2,9500,1,1,145,1,4,2,2,3,127,True,False,False,True,True,False,18,False,0,8,8,7,11,0,0,8,8,7,11,0,10,1,1,Graduate
533,1,44,1,9070,1,39,120,1,1,19,4,7,120,False,False,True,False,True,False,20,False,0,6,11,0,0,6,0,6,12,0,0,12,16,0,0,Dropout
534,1,44,1,171,1,39,150,1,4,4,2,2,150,False,False,False,True,True,False,25,False,0,0,0,0,0,0,0,0,0,0,0,0,15,2,-4,Graduate
535,1,43,1,9991,0,1,150,1,3,3,4,4,100,True,False,False,True,True,False,24,False,0,5,10,4,11,0,0,5,11,5,11,0,13,0,0,Graduate
536,1,39,1,9119,1,1,150,1,3,3,4,4,150,True,False,False,True,True,False,27,False,0,5,10,1,14,0,0,5,0,0,0,0,8,1,3,Dropout
537,1,17,1,9254,1,1,127,1,3,19,4,4,116,False,False,False,True,True,False,21,False,0,6,7,5,11,0,0,6,7,5,12,0,15,2,-4,Graduate
538,1,44,1,9003,1,39,140,1,19,38,3,9,140,True,False,False,True,True,False,21,False,0,6,7,6,12,0,0,6,6,6,13,0,12,0,1,Graduate
539,1,18,3,9773,1,1,128,1,19,1,9,9,122,True,False,False,True,True,False,19,False,0,6,9,4,12,0,0,6,6,6,11,0,10,1,1,Dropout
