Marital status,Application mode,Application order,Course,Daytime/evening attendance\t,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,1,9254,1,1,116.0,1,38,38,5,8,110.8,True,False,False,True,False,False,18,False,0.0,6.0,8.0,6.0,12.166666666666666,0.0,0.0,6.0,6.0,6.0,13.5,0.0,11.1,0.6,2.02,Graduate
1,17,1,9853,1,1,147.0,1,37,37,9,9,142.8,True,False,False,True,False,False,23,False,0.0,6.0,11.0,2.0,10.0,0.0,0.0,6.0,15.0,2.0,11.0,0.0,7.6,2.6,0.32,Dropout
1,17,4,9070,1,1,160.0,1,1,19,5,7,155.5,True,False,False,True,False,False,18,False,0.0,6.0,6.0,6.0,14.0,0.0,0.0,6.0,6.0,6.0,15.0,0.0,11.1,0.6,2.02,Graduate
1,1,1,9853,1,1,133.0,1,37,19,7,7,126.7,True,False,False,True,False,False,18,False,0.0,6.0,9.0,5.0,11.833333333333334,0.0,0.0,6.0,6.0,4.0,12.0,0.0,15.5,2.8,-4.06,Enrolled
2,39,1,9773,1,19,100.0,1,37,37,0,0,163.5,False,False,True,False,True,False,50,False,0.0,6.0,7.0,1.0,15.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
1,1,1,171,1,1,151.0,41,3,3,2,5,161.9,True,False,False,True,False,True,19,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Graduate
1,17,2,9254,1,1,124.0,41,19,38,9,9,123.3,True,False,False,True,False,False,22,True,0.0,6.0,7.0,6.0,10.833333333333334,0.0,0.0,6.0,6.0,6.0,10.666666666666666,0.0,13.9,-0.3,0.79,Graduate
1,44,1,9238,1,39,140.0,41,1,1,4,6,137.5,False,False,True,True,False,True,23,True,3.0,6.0,7.0,6.0,13.142857142857142,0.0,2.0,6.0,6.0,6.0,14.0,0.0,12.4,0.5,1.79,Graduate
1,18,4,9085,1,1,170.0,1,1,1,4,5,166.6,False,False,True,False,False,True,20,False,2.0,5.0,8.0,5.0,14.4,1.0,0.0,5.0,6.0,5.0,14.0,0.0,12.7,3.7,-1.7,Dropout
4,39,1,9238,1,19,133.1,1,37,37,9,10,103.5,False,False,False,False,False,False,44,False,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Dropout
4,39,1,9003,1,19,133.1,1,37,37,9,9,110.0,False,False,False,True,True,False,49,False,6.0,12.0,17.0,7.0,12.0,0.0,3.0,12.0,19.0,9.0,11.22222222222222,0.0,15.5,2.8,-4.06,Graduate
2,43,1,9991,0,1,100.0,1,37,37,9,9,128.2,False,False,False,True,True,False,46,False,6.0,10.0,13.0,9.0,12.2,0.0,4.0,10.0,12.0,10.0,12.8,0.0,7.6,2.6,0.32,Graduate
1,39,1,9085,1,39,120.0,1,37,37,1,9,137.7,True,False,False,False,True,False,41,False,3.0,3.0,3.0,3.0,12.333333333333334,0.0,2.0,2.0,2.0,2.0,11.0,0.0,12.4,0.5,1.79,Dropout
1,17,3,9500,1,1,133.0,1,38,19,9,8,128.8,True,False,False,True,True,False,18,False,0.0,7.0,8.0,7.0,11.8375,0.0,0.0,8.0,9.0,8.0,12.48125,0.0,13.9,-0.3,0.79,Graduate
3,39,1,9991,0,1,120.0,1,37,1,9,2,170.0,False,False,False,True,True,False,43,False,0.0,5.0,5.0,5.0,11.8,0.0,0.0,5.0,6.0,5.0,14.0,0.0,9.4,-0.8,-3.12,Graduate
4,39,2,9147,1,19,133.1,1,37,37,9,7,116.4,False,False,True,False,True,False,70,False,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
4,39,1,9130,1,19,133.1,1,37,38,9,4,100.9,False,False,False,True,True,False,48,False,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
2,43,1,9003,1,1,133.1,1,37,37,9,7,136.0,False,False,False,True,True,False,41,False,18.0,19.0,19.0,19.0,12.68421052631579,0.0,12.0,13.0,13.0,13.0,12.384615384615383,0.0,15.5,2.8,-4.06,Graduate
1,1,1,9254,1,1,140.0,1,19,19,9,3,130.0,False,False,False,True,True,False,21,False,0.0,6.0,8.0,6.0,12.571428571428571,0.0,0.0,6.0,10.0,4.0,13.0,0.0,12.7,3.7,-1.7,Enrolled
1,39,1,33,1,1,100.0,41,38,37,9,8,100.0,False,False,True,False,True,False,35,True,0.0,7.0,18.0,3.0,11.25,0.0,0.0,7.0,7.0,0.0,0.0,0.0,16.2,0.3,-0.92,Dropout
2,39,1,9130,1,19,133.1,1,2,1,2,9,157.0,True,False,False,True,True,False,44,False,1.0,5.0,13.0,4.0,14.0,3.0,1.0,5.0,9.0,4.0,15.5,2.0,10.8,1.4,1.74,Graduate
1,1,1,9147,1,1,143.0,1,3,1,5,5,152.1,True,False,True,True,True,False,18,False,0.0,5.0,15.0,4.0,13.333333333333334,0.0,0.0,5.0,6.0,2.0,13.5,0.0,13.9,-0.3,0.79,Dropout
2,1,1,8014,0,1,165.0,1,37,37,0,0,162.9,True,False,False,True,True,False,45,False,0.0,6.0,7.0,6.0,13.666666666666666,0.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,7.6,2.6,0.32,Graduate
1,1,1,9254,1,1,154.0,1,3,1,2,1,137.2,False,False,False,True,True,False,20,False,0.0,6.0,12.0,3.0,10.0,0.0,0.0,6.0,9.0,5.0,10.8,0.0,15.5,2.8,-4.06,Enrolled
1,44,1,9003,1,39,140.0,1,1,38,9,1,140.0,True,False,False,True,True,False,22,False,0.0,6.0,12.0,5.0,12.6,0.0,0.0,6.0,11.0,6.0,11.714285714285714,0.0,12.4,0.5,1.79,Graduate
1,43,1,9119,1,1,140.0,1,37,38,5,7,146.5,False,False,False,True,True,False,39,False,0.0,5.0,10.0,3.0,17.333333333333332,0.0,0.0,5.0,11.0,1.0,17.0,0.0,13.9,-0.3,0.79,Dropout
1,44,1,9085,1,39,130.0,1,2,2,6,6,130.0,False,False,False,False,True,False,20,False,2.0,6.0,10.0,5.0,13.2,0.0,1.0,6.0,21.0,3.0,12.0,0.0,12.4,0.5,1.79,Enrolled
2,39,1,9147,1,19,133.1,1,37,19,9,3,128.0,False,False,False,True,True,False,49,False,0.0,5.0,9.0,3.0,14.0,0.0,0.0,5.0,8.0,3.0,13.666666666666666,0.0,8.9,1.4,3.51,Dropout
1,7,1,9556,1,4,190.0,1,5,5,2,2,190.0,True,False,False,True,True,False,43,False,4.0,4.0,4.0,4.0,13.875,0.0,1.0,1.0,1.0,1.0,12.5,0.0,11.1,0.6,2.02,Dropout
2,39,1,9991,0,1,120.0,1,37,37,9,9,133.2,True,False,False,True,True,False,32,False,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
1,39,1,9238,1,12,100.0,1,37,37,9,9,124.3,False,False,False,True,True,False,47,False,3.0,9.0,9.0,9.0,13.11111111111111,0.0,3.0,7.0,7.0,7.0,14.857142857142858,0.0,10.8,1.4,1.74,Graduate
5,39,1,9991,0,1,120.0,1,37,37,9,9,138.1,False,False,False,True,True,True,37,False,0.0,5.0,8.0,5.0,13.0,0.0,0.0,5.0,11.0,4.0,13.333333333333334,2.0,16.2,0.3,-0.92,Dropout
2,39,1,8014,0,1,133.1,1,19,1,4,8,144.3,False,False,False,True,True,False,41,False,6.0,10.0,10.0,10.0,12.5,0.0,3.0,7.0,7.0,7.0,12.142857142857142,0.0,10.8,1.4,1.74,Graduate
2,39,1,9003,1,1,150.0,1,37,37,9,6,140.0,False,False,False,True,True,False,60,False,17.0,18.0,18.0,18.0,14.11111111111111,0.0,11.0,13.0,13.0,13.0,14.23076923076923,0.0,15.5,2.8,-4.06,Graduate
2,39,1,9254,1,1,120.0,1,1,19,9,9,148.3,False,False,False,True,True,False,47,False,6.0,11.0,11.0,11.0,14.727272727272728,0.0,6.0,9.0,9.0,9.0,15.77777777777778,0.0,10.8,1.4,1.74,Graduate
1,39,1,8014,0,1,133.1,1,37,11,9,7,96.0,False,False,True,False,True,False,50,False,0.0,6.0,6.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,12.4,0.5,1.79,Dropout
2,39,1,9991,0,19,133.1,1,38,38,90,90,121.7,True,False,False,True,True,False,45,False,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
1,39,1,9119,1,1,100.0,1,37,37,9,8,160.0,False,False,True,False,True,False,45,False,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
2,39,1,9085,1,1,133.1,1,37,37,90,90,110.3,False,False,False,True,True,False,33,False,0.0,5.0,7.0,4.0,13.5,0.0,0.0,5.0,6.0,5.0,11.6,0.0,7.6,2.6,0.32,Graduate
1,1,1,9500,1,1,143.0,1,3,3,2,2,129.0,False,False,False,True,True,False,18,False,0.0,8.0,8.0,7.0,13.105714285714283,0.0,0.0,8.0,8.0,7.0,13.105714285714283,0.0,10.8,1.4,1.74,Graduate
2,39,1,9085,1,1,120.0,1,37,37,6,6,150.0,False,False,False,True,True,False,43,False,0.0,5.0,8.0,5.0,13.5,2.0,0.0,5.0,5.0,5.0,14.4,0.0,9.4,-0.8,-3.12,Graduate
1,43,1,8014,0,1,161.0,1,19,37,4,10,100.0,False,False,False,True,True,False,44,False,9.0,13.0,18.0,13.0,11.846153846153848,0.0,9.0,11.0,11.0,11.0,12.0,0.0,12.7,3.7,-1.7,Graduate
1,39,1,9130,1,9,133.1,1,34,36,0,90,107.5,False,False,False,True,True,False,29,False,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
4,39,1,9670,1,1,140.0,1,2,1,3,9,170.0,False,False,True,False,True,False,53,False,0.0,6.0,11.0,3.0,14.333333333333334,0.0,0.0,6.0,6.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
2,42,1,9991,0,6,123.0,1,37,37,9,9,123.0,False,False,False,True,True,False,37,False,0.0,5.0,10.0,5.0,15.8,0.0,0.0,5.0,5.0,5.0,17.6,0.0,9.4,-0.8,-3.12,Enrolled
1,43,1,9670,1,1,142.0,1,38,1,8,10,138.5,True,False,False,True,True,False,18,False,0.0,6.0,16.0,5.0,13.8,0.0,0.0,6.0,7.0,5.0,12.4,0.0,13.9,-0.3,0.79,Enrolled
1,43,1,33,1,19,133.1,1,38,38,4,4,140.0,False,False,True,True,True,False,35,False,3.0,10.0,18.0,6.0,12.666666666666666,0.0,1.0,9.0,11.0,3.0,12.0,2.0,16.2,0.3,-0.92,Dropout
1,1,1,9254,1,1,115.0,1,19,1,3,7,113.6,False,False,False,True,True,False,23,False,0.0,6.0,10.0,6.0,13.0,0.0,0.0,6.0,9.0,6.0,12.0,0.0,11.1,0.6,2.02,Enrolled
1,1,1,171,1,1,156.0,1,19,38,9,5,170.0,True,False,False,True,True,False,22,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Graduate
1,39,1,8014,0,1,140.0,1,37,37,90,5,115.5,False,False,False,False,True,False,33,False,0.0,6.0,6.0,1.0,11.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
1,7,3,9130,1,3,130.0,1,37,26,90,10,130.0,False,False,False,False,True,False,41,False,0.0,5.0,9.0,0.0,0.0,4.0,0.0,5.0,9.0,0.0,0.0,3.0,10.8,1.4,1.74,Dropout
4,7,1,9500,1,3,140.0,1,37,38,9,7,140.0,False,False,False,True,True,False,51,False,4.0,7.0,7.0,7.0,15.2,0.0,6.0,8.0,8.0,8.0,16.575,0.0,13.9,-0.3,0.79,Graduate
1,51,1,9670,1,1,140.0,1,12,5,3,3,126.6,False,False,False,True,True,False,19,False,2.0,6.0,7.0,6.0,14.428571428571429,0.0,1.0,7.0,8.0,7.0,14.375,0.0,11.1,0.6,2.02,Graduate
1,39,1,9991,0,1,133.1,1,37,37,9,9,143.2,False,False,False,True,True,False,35,False,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,11.1,0.6,2.02,Dropout
1,1,2,171,1,1,131.0,41,19,1,4,7,131.4,True,False,False,True,True,False,20,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Graduate
1,43,1,9670,1,1,141.0,1,3,2,2,2,133.3,True,False,False,True,True,False,18,False,0.0,6.0,13.0,4.0,13.75,0.0,0.0,6.0,8.0,5.0,11.2,0.0,13.9,-0.3,0.79,Enrolled
1,1,1,9773,1,1,120.0,1,19,37,9,9,118.3,False,False,True,False,True,True,18,False,0.0,6.0,11.0,5.0,12.166666666666666,0.0,0.0,6.0,15.0,3.0,12.0,0.0,13.9,-0.3,0.79,Dropout
1,44,1,9003,1,39,140.0,1,2,1,4,6,140.0,False,False,False,True,True,False,21,False,0.0,6.0,12.0,5.0,12.142857142857142,0.0,0.0,6.0,11.0,5.0,11.666666666666666,0.0,13.9,-0.3,0.79,Graduate
1,1,1,9254,1,1,132.0,1,1,19,6,6,124.7,True,False,False,True,True,False,21,False,0.0,6.0,9.0,6.0,12.0,0.0,0.0,6.0,8.0,5.0,11.6,0.0,13.9,-0.3,0.79,Graduate
2,39,2,9147,1,1,130.0,1,19,37,4,7,140.0,False,False,False,True,True,False,34,False,0.0,5.0,10.0,3.0,11.666666666666666,1.0,0.0,5.0,7.0,4.0,12.75,0.0,9.4,-0.8,-3.12,Graduate
4,39,1,9130,1,1,140.0,1,37,37,6,7,150.0,True,False,False,True,True,False,34,False,0.0,6.0,9.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,16.2,0.3,-0.92,Dropout
1,17,2,9670,1,1,110.0,1,3,3,4,10,115.6,True,False,False,True,True,False,21,False,0.0,6.0,10.0,6.0,11.875,0.0,0.0,6.0,8.0,5.0,12.0,0.0,11.1,0.6,2.02,Graduate
1,43,1,9773,1,1,140.0,1,3,37,3,7,116.9,False,False,False,True,True,False,32,False,6.0,11.0,15.0,7.0,11.285714285714286,0.0,5.0,7.0,10.0,6.0,12.333333333333334,0.0,13.9,-0.3,0.79,Enrolled
1,17,2,9254,1,1,130.0,1,37,37,5,7,123.4,True,False,False,True,True,False,30,False,0.0,6.0,17.0,2.0,10.0,0.0,0.0,6.0,15.0,3.0,11.333333333333334,0.0,7.6,2.6,0.32,Dropout
1,1,1,171,1,1,137.0,1,1,3,3,7,146.5,True,False,True,True,True,False,19,False,6.0,12.0,13.0,11.0,12.0,0.0,4.0,11.0,15.0,10.0,11.181818181818182,0.0,8.9,1.4,3.51,Enrolled
1,51,1,9773,1,1,158.0,1,1,19,8,8,117.1,True,False,False,True,True,False,20,False,1.0,7.0,7.0,6.0,13.833333333333334,0.0,1.0,6.0,7.0,5.0,13.0,0.0,8.9,1.4,3.51,Dropout
1,1,1,9070,1,1,124.0,1,19,19,9,7,113.9,True,False,False,True,True,False,18,False,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,Dropout
1,1,1,9254,1,1,136.0,1,3,3,2,2,128.7,False,False,False,True,True,False,19,False,0.0,6.0,7.0,6.0,14.428571428571429,0.0,0.0,6.0,6.0,6.0,12.5,0.0,8.9,1.4,3.51,Graduate
1,17,3,9500,1,1,142.0,1,3,3,3,3,132.9,True,False,False,True,True,False,18,False,0.0,7.0,8.0,5.0,14.2,0.0,0.0,7.0,9.0,6.0,12.4,0.0,12.4,0.5,1.79,Dropout
1,39,1,9991,0,1,150.0,1,1,19,4,8,123.0,False,False,False,True,True,False,27,False,0.0,5.0,8.0,4.0,11.5,0.0,0.0,5.0,9.0,3.0,10.333333333333334,0.0,12.7,3.7,-1.7,Dropout
1,39,1,9773,1,12,120.0,1,1,1,9,9,129.8,True,False,False,True,True,False,52,False,0.0,6.0,7.0,5.0,13.0,0.0,0.0,6.0,6.0,6.0,15.0,0.0,9.4,-0.8,-3.12,Graduate
2,43,1,9003,1,1,149.0,1,1,1,4,5,156.1,True,False,False,False,True,False,29,False,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
1,51,1,9003,1,39,130.0,1,1,19,4,4,120.0,True,False,True,False,True,False,22,False,0.0,6.0,12.0,3.0,11.333333333333334,0.0,0.0,6.0,13.0,2.0,11.0,0.0,8.9,1.4,3.51,Dropout
1,43,1,9085,1,1,110.0,25,38,38,9,6,117.2,True,False,False,True,True,False,28,True,13.0,18.0,45.0,18.0,12.5,12.0,10.0,13.0,26.0,12.0,11.428571428571429,6.0,15.5,2.8,-4.06,Graduate
1,39,1,9670,1,6,133.1,1,1,1,90,3,107.0,True,False,False,True,True,False,30,False,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
1,1,2,9500,1,1,134.0,1,1,1,5,3,128.4,True,False,False,True,False,False,18,False,0.0,7.0,7.0,7.0,13.471428571428572,0.0,0.0,8.0,9.0,8.0,13.944444444444445,0.0,16.2,0.3,-0.92,Graduate
1,1,2,9670,1,1,130.0,1,38,37,5,5,123.4,True,False,False,True,False,False,21,False,0.0,5.0,5.0,4.0,11.75,0.0,0.0,5.0,5.0,3.0,13.333333333333334,0.0,9.4,-0.8,-3.12,Graduate
1,1,1,9070,1,1,141.0,1,37,37,9,9,126.7,True,False,True,True,False,True,20,False,0.0,6.0,9.0,6.0,13.333333333333334,0.0,0.0,6.0,10.0,6.0,14.666666666666666,0.0,12.7,3.7,-1.7,Graduate
1,42,1,9500,1,1,123.0,1,37,37,3,3,123.0,True,False,False,True,False,True,21,False,0.0,8.0,8.0,8.0,13.105,0.0,0.0,8.0,8.0,8.0,13.105,0.0,9.4,-0.8,-3.12,Graduate
2,39,1,9991,0,19,133.1,1,19,37,7,9,137.2,False,False,True,False,False,False,32,False,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
1,1,3,9070,1,1,122.0,1,37,37,9,9,125.9,True,False,False,True,True,True,20,False,0.0,6.0,6.0,6.0,15.5,0.0,0.0,6.0,7.0,6.0,12.166666666666666,0.0,12.4,0.5,1.79,Graduate
1,1,4,171,1,1,132.0,1,1,19,4,5,138.0,True,False,True,False,True,False,19,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
1,15,1,9670,1,1,133.1,41,1,1,9,5,128.2,False,False,True,False,True,False,18,True,0.0,6.0,6.0,4.0,11.25,0.0,0.0,6.0,7.0,3.0,12.333333333333334,0.0,8.9,1.4,3.51,Dropout
1,43,1,9991,0,1,130.0,1,37,2,9,4,126.5,True,False,False,False,True,False,23,False,10.0,15.0,24.0,12.0,11.0,0.0,10.0,14.0,21.0,11.0,11.363636363636363,1.0,7.6,2.6,0.32,Dropout
1,1,1,9254,1,1,111.0,1,1,1,3,3,112.4,True,False,False,True,True,False,20,False,0.0,6.0,10.0,6.0,12.333333333333334,0.0,0.0,6.0,9.0,4.0,13.0,0.0,12.4,0.5,1.79,Graduate
2,43,2,9147,1,1,133.1,1,37,37,9,9,109.0,True,False,False,True,False,False,46,False,4.0,9.0,18.0,8.0,11.375,2.0,0.0,5.0,11.0,5.0,11.8,0.0,9.4,-0.8,-3.12,Graduate
1,17,1,9003,1,1,125.0,1,3,3,2,2,100.0,False,False,False,True,True,False,27,False,16.0,18.0,19.0,18.0,12.22222222222222,0.0,9.0,12.0,15.0,12.0,12.384615384615383,0.0,15.5,2.8,-4.06,Graduate
1,5,1,171,1,1,137.0,1,3,19,1,10,144.7,True,False,False,True,True,False,20,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.3,-0.92,Enrolled
2,43,3,8014,0,19,100.0,1,37,37,9,9,120.0,True,False,False,True,True,False,41,False,5.0,9.0,11.0,9.0,12.0,0.0,3.0,7.0,8.0,6.0,12.0,0.0,9.4,-0.8,-3.12,Graduate
1,15,1,9147,1,1,133.1,21,1,3,192,3,100.0,False,False,True,True,True,False,40,True,0.0,5.0,10.0,1.0,11.0,0.0,0.0,5.0,10.0,1.0,10.0,0.0,11.1,0.6,2.02,Enrolled
2,44,1,8014,0,39,150.0,1,1,1,5,5,154.0,False,False,False,True,True,False,37,False,12.0,16.0,17.0,16.0,14.125,0.0,6.0,11.0,14.0,10.0,13.0,0.0,12.4,0.5,1.79,Graduate
1,1,4,9147,1,1,120.0,1,38,38,5,10,111.3,False,False,False,True,True,False,20,False,0.0,5.0,8.0,5.0,10.2,0.0,0.0,5.0,7.0,5.0,11.2,0.0,12.4,0.5,1.79,Enrolled
1,44,1,9130,1,39,150.0,1,1,1,4,4,150.0,True,False,False,True,False,False,20,False,0.0,5.0,7.0,4.0,12.0,1.0,0.0,5.0,6.0,4.0,12.4,0.0,10.8,1.4,1.74,Enrolled
1,7,1,9991,0,40,133.1,1,1,37,4,1,100.0,False,False,False,True,False,False,26,False,8.0,9.0,11.0,9.0,12.333333333333334,0.0,4.0,7.0,7.0,7.0,12.571428571428571,0.0,12.4,0.5,1.79,Graduate
2,39,1,8014,0,1,133.1,1,37,37,9,7,162.5,False,False,False,True,True,False,54,False,4.0,9.0,9.0,9.0,14.333333333333334,0.0,2.0,7.0,7.0,7.0,13.857142857142858,0.0,8.9,1.4,3.51,Graduate
1,17,5,9670,1,1,132.0,1,19,19,5,5,134.1,True,False,False,True,True,False,21,False,0.0,6.0,6.0,6.0,15.166666666666666,0.0,0.0,6.0,9.0,6.0,14.0,0.0,10.8,1.4,1.74,Graduate
1,1,1,9085,1,1,134.0,1,1,1,9,9,133.0,True,False,False,True,False,True,20,False,0.0,6.0,8.0,6.0,15.142857142857142,0.0,0.0,6.0,8.0,6.0,15.142857142857142,0.0,11.1,0.6,2.02,Graduate
1,17,6,9773,1,1,126.0,1,1,19,5,5,119.0,True,False,False,True,False,False,18,False,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,Dropout
1,1,3,9500,1,1,136.0,1,1,19,4,9,131.1,True,False,False,True,False,False,19,False,0.0,7.0,9.0,6.0,13.411428571428573,0.0,0.0,8.0,12.0,7.0,13.294444444444444,0.0,15.5,2.8,-4.06,Enrolled
1,1,2,9238,1,1,129.0,1,38,1,4,10,129.4,True,False,False,True,False,False,18,False,0.0,6.0,7.0,6.0,12.333333333333334,0.0,0.0,6.0,7.0,6.0,12.166666666666666,0.0,9.4,-0.8,-3.12,Graduate
1,1,1,9085,1,1,126.0,1,3,1,2,8,123.9,True,False,False,True,False,False,19,False,0.0,6.0,13.0,4.0,11.8,0.0,0.0,6.0,18.0,4.0,12.2,0.0,12.4,0.5,1.79,Enrolled
1,44,1,9085,1,39,140.0,1,1,1,4,7,140.0,True,False,True,True,False,False,22,False,2.0,6.0,9.0,6.0,12.0,0.0,1.0,6.0,12.0,3.0,12.0,0.0,13.9,-0.3,0.79,Dropout
1,43,1,9085,1,1,162.0,1,2,1,4,4,162.0,False,False,False,True,False,False,19,False,0.0,6.0,7.0,6.0,15.0,0.0,0.0,6.0,8.0,6.0,15.625,0.0,12.4,0.5,1.79,Graduate
1,1,1,171,1,1,148.0,1,3,2,4,2,131.6,True,False,False,True,False,False,21,False,6.0,12.0,12.0,8.0,13.875,0.0,4.0,11.0,13.0,9.0,12.7,1.0,8.9,1.4,3.51,Dropout
1,17,1,9853,1,1,119.0,1,3,3,132,132,110.6,False,False,False,True,False,False,20,False,0.0,7.0,9.0,6.0,11.833333333333334,0.0,0.0,7.0,7.0,6.0,14.333333333333334,0.0,11.1,0.6,2.02,Enrolled
1,17,3,9773,1,1,123.0,1,1,19,5,5,117.4,True,False,False,True,False,True,18,False,0.0,6.0,6.0,6.0,12.5,0.0,0.0,6.0,6.0,6.0,13.833333333333334,0.0,16.2,0.3,-0.92,Graduate
1,17,1,9773,1,1,150.0,1,38,38,7,7,137.8,True,False,False,True,False,True,18,False,0.0,6.0,6.0,6.0,15.0,0.0,0.0,6.0,6.0,6.0,15.5,0.0,8.9,1.4,3.51,Graduate
1,17,1,9670,1,1,113.0,1,1,1,5,4,106.7,True,False,True,True,False,False,20,False,0.0,6.0,10.0,2.0,11.666666666666666,0.0,0.0,6.0,10.0,4.0,10.5,0.0,15.5,2.8,-4.06,Dropout
1,1,1,9500,1,1,152.0,1,19,37,3,8,156.9,False,False,False,True,False,True,18,False,0.0,7.0,10.0,7.0,14.668,0.0,0.0,8.0,8.0,8.0,14.63375,0.0,15.5,2.8,-4.06,Graduate
1,1,3,9500,1,1,154.0,1,3,3,1,3,129.0,True,False,False,True,False,False,18,False,0.0,8.0,9.0,6.0,13.345,2.0,0.0,8.0,9.0,6.0,13.345,2.0,9.4,-0.8,-3.12,Enrolled
1,1,2,9773,1,1,130.0,1,1,34,9,9,124.8,True,False,False,True,False,True,20,False,0.0,6.0,7.0,5.0,12.8,0.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,12.4,0.5,1.79,Graduate
1,1,1,9238,1,1,121.0,1,1,1,1,1,115.1,True,False,False,True,False,False,19,False,0.0,6.0,10.0,6.0,10.833333333333334,0.0,0.0,6.0,7.0,6.0,12.142857142857142,0.0,11.1,0.6,2.02,Graduate
1,1,1,9070,1,1,153.0,1,3,3,1,2,146.7,True,False,False,True,False,False,18,False,0.0,6.0,6.0,6.0,13.666666666666666,0.0,0.0,6.0,6.0,5.0,14.0,0.0,12.7,3.7,-1.7,Graduate
1,1,1,9500,1,1,148.0,1,3,1,4,5,132.8,False,False,False,True,False,False,18,False,0.0,8.0,8.0,7.0,14.537142857142856,0.0,0.0,8.0,8.0,7.0,14.537142857142856,0.0,10.8,1.4,1.74,Graduate
1,5,3,9085,1,1,143.0,1,37,37,0,90,159.1,False,False,True,True,False,True,18,False,0.0,5.0,5.0,5.0,14.4,0.0,0.0,5.0,5.0,5.0,14.0,0.0,7.6,2.6,0.32,Dropout
1,17,3,171,1,1,147.0,1,19,1,5,4,137.6,True,False,False,True,False,True,20,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Graduate
1,17,1,9773,1,1,138.0,1,1,19,9,9,124.0,False,False,False,True,False,True,19,False,0.0,6.0,6.0,6.0,13.166666666666666,0.0,0.0,6.0,6.0,6.0,13.833333333333334,0.0,11.1,0.6,2.02,Graduate
1,39,1,9500,1,1,120.0,1,3,3,2,2,149.0,False,False,False,False,True,False,36,False,0.0,6.0,15.0,2.0,11.5,0.0,0.0,7.0,9.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
